size,window, cores, threshold,time,precision,recall,candidates
10000000,10,24,0.9,2524,0.9995458208189876,0.955136,955570
10000000,10,24,0.9,2519,0.9973704076359778,0.912944,915351
10000000,10,24,0.9,2244,0.9935987812609407,0.840052,845464
10000000,10,24,0.9,1953,0.99156848917282,0.764888,771392
